Starting cal age BP	calendar age	 14C age BP	 total 14C uncertainty	 cal yr span	 cal year uncertainty	 wiggle match uncertainty	 varve count uncertainty	Lab ID	 dataset number	 observation number
YR BP	YR BP	YR BP	YR	YR	YR					
12433	12433	10490	85.4	1	26.5	0	0	CAMS 76149	11	130
12433	12433	10648.5	145.2	1	9	0	0	AA-16617	13	7
12432	12432	10667.8	130.6	1	9	0	0	AA-16618	13	8
12431	12431	10729.3	141.4	1	9	0	0	AA-16619	13	9
12430	12435.5	10410	42.4	12	0	16	19.8	CAMS-62790	15	1
12430	12430	10626.1	128.5	1	9	0	0	AA-16620	13	10
12429	12429	10664.6	147.6	1	9	0	0	AA-16621	13	11
12428	12428	10732.6	160.3	1	9	0	0	AA-16622	13	12
12427	12427	10600.4	128.4	1	9	0	0	AA-16623	13	13
12426	12426	10559	142.3	1	9	0	0	AA-16624	13	14
12425	12425	10642.1	142.9	1	9	0	0	AA-16625	13	15
12424	12424	10613.2	138.4	1	9	0	0	AA-16626	13	16
12423	12423	10700.1	132.8	1	9	0	0	AA-16627	13	17
12422	12422	10549.5	130	1	9	0	0	AA-16628	13	18
12421	12421	10426.5	181.8	1	9	0	0	AA-16629	13	19
12420	12420	10345.6	140.6	1	9	0	0	AA-16630	13	20
12419	12423	10420	50	9	0	16	18.8	CAMS-51155	15	1
12419	12419	10811	146.6	1	9	0	0	AA-16631	13	21
12418	12418	10442.2	135.1	1	9	0	0	AA-16632	13	22
12417	12417	10645.3	174.5	1	9	0	0	AA-16633	13	23
12416	12416	10758.6	133.2	1	9	0	0	AA-16634	13	24
12415	12415	10722.8	135	1	9	0	0	AA-16635	13	25
12414	12414	10597.2	138.3	1	9	0	0	AA-16636	13	26
12413	12413	10435.9	145.6	1	9	0	0	AA-16637	13	27
12412	12412	10629.3	151.9	1	9	0	0	AA-11268 & 16638	13	28
12411	12411	10638.9	121.6	1	9	0	0	AA-11269 & 16639	13	29
12410	12414.5	10370	50	10	0	16	18.8	CAMS-62789	15	1
12410	12410	10594	126.5	1	9	0	0	AA-11270 & 16640	13	30
12409	12409	10619.6	123.1	1	9	0	0	AA-11271 & 16641	13	31
12408	12408	10622.8	128.5	1	9	0	0	AA-11272 & 16642	13	32
12407	12407	10581.3	166	1	9	0	0	AA-11273 & 16643	13	33
12406	12406	10574.9	126.4	1	9	0	0	AA-11274 & 16644	13	34
12405	12405	10552.6	115.4	1	9	0	0	AA-11275 & 16645	13	35
12404	12404	10559	128.2	1	9	0	0	AA-11276 & 16646	13	36
12403	12403	10502	115.2	1	9	0	0	AA-11277 & 16647	13	37
12402	12402	10555.8	133.9	1	9	0	0	AA-11278 & 16648	13	38
12401	12401	10610	123.1	1	9	0	0	AA-11279 & 16649	13	39
12398	12404	10370	50	13	0	16	18.8	CAMS-51154	15	1
12371	12376	10386	25	11	0	0	0	HD20112	5	23
12361	12366	10411	33.3	11	0	0	0	HD19675	5	22
12341	12351	10399	32.1	21	0	0	0	HD20087	5	17
12321	12331	10338	35.7	21	0	0	0	HD20485	5	16
12316	12325.5	10383	42.8	20	0	0	0	HD21840	5	18
12301	12311	10409	26.2	21	0	0	0	HD20072	5	15
12281	12291	10392	26.2	21	0	0	0	HD20178	5	14
12281	12285.5	10378	33.3	10	0	0	0	HD21918	5	26
12261	12271	10375	27.4	21	0	0	0	HD20484	5	13
12251	12255.5	10444	23.8	10	0	0	0	HD21872	5	25
12241	12251	10444	28.6	21	0	0	0	HD20074	5	12
12218	12229.5	10344	26.2	24	0	0	0	HD20081	5	2
12209	12213.5	10354	23.8	10	0	0	0	HD21870	5	27
12199	12203.5	10394	21.4	10	0	0	0	HD22308	5	28
12189	12193.5	10394	23.8	10	0	0	0	HD22307	5	29
12179	12183.5	10381	22.6	10	0	0	0	HD22325	5	30
12169	12173.5	10395	28.6	10	0	0	0	HD22332	5	31
12113	12127.5	10313	55.9	30	0	0	0	HD16184	5	1
12103	12108	10343	71.4	11	0	0	0	HD16185	5	21
12083	12093	10335	33.3	21	0	0	0	HD16847	5	3
12063	12073	10282	34.5	21	0	0	0	HD16825	5	4
12051	12056	10290	41.7	11	0	0	0	HD20699	5	24
12043	12053	10291	32.1	21	0	0	0	HD16641	5	5
12023	12033	10218	29.8	21	0	0	0	HD16823	5	6
11983	11993	10257	26.2	21	0	0	0	HD17325	5	7
11943	11953	10140	29.8	21	0	0	0	HD17304	5	8
11912	11926.5	10162	27.4	30	0	0	0	Hd-16342	5	119
11903	11913	10179	25	21	0	0	0	HD16779	5	9
11882	11896.5	10156	34.5	30	0	0	0	Hd-16427	5	117
11863	11873	10160	28.6	21	0	0	0	HD16812	5	10
11843	11853	10227	33.3	21	0	0	0	HD17757	5	11
11842	11851.5	10244	33.3	20	0	0	0	Hd-16251	5	125
11822	11831.5	10188	25	20	0	0	0	Hd-17017	5	107
11806	11814.5	10088	44	18	0	0	0	HD17026	5	19
11802	11811.5	10130	23.8	20	0	0	0	Hd-16269	5	124
11802	11811.5	10170	28.6	20	0	0	0	Hd-15586	5	147
11788	11794.5	10138	28.6	14	0	0	0	HD16092	5	20
11782	11791.5	10134	26.2	20	0	0	0	Hd-15591	5	146
11762	11771.5	10189	45.2	20	0	0	0	Hd-16328	5	121
11762	11771.5	10156	23.8	20	0	0	0	Hd-15592	5	145
11742	11751.5	10090	28.6	20	0	0	0	Hd-15594	5	144
11737	11742	10055	30.9	11	0	0	0	Hd-15738	5	141
11722	11731.5	10105	30.9	20	0	0	0	Hd-16332	5	120
11722	11731.5	10126	25	20	0	0	0	Hd-15731	5	142
11702	11711.5	10104	26.2	20	0	0	0	Hd-15730	5	143
11686	11690	10052	43.2	9	0	0	0	Hd-13511	5	176
11682	11691.5	10038	25	20	0	0	0	Hd-16502	5	116
11682	11691.5	10114	38.1	20	0	0	0	Hd-16022	5	138
11676	11680	10040	32.4	9	0	0	0	Hd-13512	5	175
11663	11667.5	10111.7	30.4	10	0	0	0	QL-12164	1	2056
11662	11671.5	10054	27.4	20	0	0	0	Hd-16902	5	108
11656	11660	10091	37.8	9	0	0	0	Hd-13525	5	174
11653	11657.5	10122.1	31.4	10	0	0	0	QL-12163	1	2057
11643	11647.5	10091.2	35.9	10	0	0	0	QL-12162	1	2058
11643	11647.5	10093.7	24.5	10	0	0	0	QL-12162	1	2059
11642	11651.5	10077	25	20	0	0	0	Hd-16667	5	109
11636	11640	10023	37.8	9	0	0	0	Hd-13526	5	173
11633	11637.5	10111	34.5	10	0	0	0	QL-12161	1	2060
11631	11635	10033	44.6	9	0	0	0	Hd-10567	5	217
11623	11627.5	10126.4	34.3	10	0	0	0	QL-12160	1	2061
11622	11631.5	10076	27.4	20	0	0	0	Hd-16652	5	110
11615	11620	10036	39.2	11	0	0	0	Hd-13946	5	169
11613	11617.5	10065.8	24.4	10	0	0	0	QL-12159	1	2062
11603	11607.5	10055.1	30.4	10	0	0	0	QL-12158	1	2063
11593	11597.5	9994.8	31.1	10	0	0	0	QL-12157	1	2064
11592	11597	10022	30.9	11	0	0	0	Hd-16037	5	136
11583	11587.5	9982.1	31.3	10	0	0	0	QL-12156	1	2065
11577	11582	10054	38.1	11	0	0	0	Hd-15861	5	140
11573	11577.5	9982	31.8	10	0	0	0	QL-12155	1	2066
11571	11573.5	10059	40.5	6	0	0	0	Hd-12888	5	201
11567	11582	10009	47.3	31	0	0	0	Hd-10568	5	216
11563	11567.5	9991.6	31.2	10	0	0	0	QL-12154	1	2081
11558	11559.5	10040	44.6	4	0	0	0	Hd-12945	5	200
11553	11557.5	9998.6	32.2	10	0	0	0	QL-12153	1	2082
11553	11554.5	10020	43.2	4	0	0	0	Hd-12959	5	199
11543	11547.5	10066.4	31.1	10	0	0	0	QL-12152	1	2083
11542	11544.5	10013	43.2	6	0	0	0	Hd-14044	5	168
11538	11539.5	10052	36.5	4	0	0	0	Hd-12960	5	198
11533	11537.5	10026.5	31.9	10	0	0	0	QL-12151	1	2084
11528	11537.5	9991	30.9	20	0	0	0	Hd-15531	5	148
11528	11529.5	10053	39.2	4	0	0	0	Hd-12964	5	197
11523	11527.5	9987	32	10	0	0	0	QL-12150	1	2085
11513	11517.5	10071.7	25.3	10	0	0	0	QL-12149	1	2086
11513	11514.5	10069	36.5	4	0	0	0	Hd-12965	5	196
11503	11507.5	10067.7	29.1	10	0	0	0	QL-12148	1	2087
11503	11504.5	10048	28.4	4	0	0	0	Hd-14220	5	163
11498	11499.5	10000	29.7	4	0	0	0	Hd-14185	5	164
11493	11497.5	10069.4	37.4	10	0	0	0	QL-12147	1	2088
11487	11492	9991	33.3	11	0	0	0	Hd-16033	5	137
11483	11487.5	10017.4	33	10	0	0	0	QL-12146	1	2089
11478	11479.5	10059	39.2	4	0	0	0	Hd-14159	5	165
11473	11477.5	10035.6	36.2	10	0	0	0	QL-12145	1	2090
11468	11469.5	10018	31.1	4	0	0	0	Hd-12999	5	191
11463	11467.5	10001.1	28.1	10	0	0	0	QL-12144	1	2091
11453	11457.5	9999.4	29	10	0	0	0	QL-12143	1	2092
11448	11449.5	10089	36.5	4	0	0	0	Hd-13000	5	190
11448	11449.5	10008	44.6	4	0	0	0	Hd-12967	5	195
11443	11447.5	9986.7	28.9	10	0	0	0	QL-12142	1	2093
11438	11439.5	10041	36.5	4	0	0	0	Hd-12968	5	194
11433	11437.5	10013.1	25	10	0	0	0	QL-12141	1	2160
11428	11429.5	9994	35.1	4	0	0	0	Hd-12981	5	193
11423	11427.5	10064.8	30.7	10	0	0	0	QL-12140	1	2161
11413	11417.5	10049.2	32	10	0	0	0	QL-12139	1	2162
11413	11414.5	10056	36.5	4	0	0	0	Hd-12982	5	192
11403	11407.5	10042.3	32.8	10	0	0	0	QL-12138	1	2163
11397	11401.5	9994	31.1	10	0	0	0	QL-12136	1	2200
11393	11397.5	10027.4	29.7	10	0	0	0	QL-12137	1	2164
11388	11392	9945	35.1	9	0	0	0	Hd-9774	5	45
11387	11391.5	9958.7	31.7	10	0	0	0	QL-12135	1	2201
11377	11381.5	9941.7	32.4	10	0	0	0	QL-12134	1	2202
11375	11380	9920	32.4	11	0	0	0	Hd-14133	5	166
11367	11371.5	10007.9	30.9	10	0	0	0	QL-12133	1	2203
11367	11371.5	10005.8	32.6	10	0	0	0	QL-12133	1	2204
11366	11371	9992	44.6	11	0	0	0	Hd-14777	5	153
11339	11348	9950	35.1	19	0	0	0	Hd-9097	5	69
11333	11334.5	9941	33.8	4	0	0	0	Hd-11647	5	212
11329	11333	9993	29.7	9	0	0	0	Hd-9098	5	68
11328	11338	9975	39.3	21	0	0	0	Hd-20500	5	106
11323	11324.5	9947	33.8	4	0	0	0	Hd-11648	5	211
11314	11315.5	9934	35.1	4	0	0	0	Hd-9118	5	67
11298	11302	9893	33.8	9	0	0	0	Hd-11653	5	210
11294	11295.5	9963	35.1	4	0	0	0	Hd-9119	5	66
11278	11282	9921	33.8	9	0	0	0	Hd-11670	5	209
11277	11281.5	9919.5	33.2	10	0	0	0	QL-12132	1	2211
11274	11275.5	9939	27	4	0	0	0	Hd-9126	5	65
11267	11271.5	9977.2	32.1	10	0	0	0	QL-12131	1	2212
11263	11267.5	9908.2	23.6	10	0	0	0	QL-12128	1	2205
11263	11267.5	9901	33.3	10	0	0	0	QL-12128	1	2206
11263	11264.5	9875	33.8	4	0	0	0	Hd-11671	5	208
11260	11265	9928	40.5	11	0	0	0	Hd-9274	5	54
11257	11261.5	9889	30.9	10	0	0	0	QL-12130	1	2213
11257	11261.5	9833.6	32.4	10	0	0	0	QL-12130	1	2214
11254	11255.5	9939	40.5	4	0	0	0	Hd-9127	5	64
11253	11257.5	9909.2	31.4	10	0	0	0	QL-12127	1	2207
11253	11254.5	9838	33.8	4	0	0	0	Hd-11685	5	207
11249	11254	9955	33.8	11	0	0	0	Hd-11385	5	213
11247	11251.5	9904.3	33.1	10	0	0	0	QL-12129	1	2215
11243	11247.5	9857.1	32.8	10	0	0	0	QL-12126	1	2208
11233	11237.5	9836.4	30.7	10	0	0	0	QL-12125	1	2209
11233	11234.5	9804	33.8	4	0	0	0	Hd-11686	5	206
11229	11233	9837	35.1	9	0	0	0	Hd-9134	5	63
11223	11227.5	9800.1	32.5	10	0	0	0	QL-12124	1	2210
11213	11214.5	9802	33.8	4	0	0	0	Hd-11706	5	205
11209	11210.5	9751	41.9	4	0	0	0	Hd-9135	5	62
11204	11205	9816	31.1	3	0	0	0	Hd-9810	5	41
11198	11200	9749	27	5	0	0	0	Hd-9969	5	33
11189	11190.5	9739	36.5	4	0	0	0	Hd-9153	5	61
11188	11192	9677	24.3	9	0	0	0	Hd-11715	5	204
11187	11191.5	9734.9	29.6	10	0	0	0	QL-12123	1	2153
11187	11189	9780	29.7	5	0	0	0	Hd-9811	5	40
11181	11183.5	9691	35.1	6	0	0	0	Hd-9773	5	46
11177	11181.5	9753.4	31.1	10	0	0	0	QL-12122	1	2154
11173	11178	9738	27	11	0	0	0	Hd-9970	5	32
11173	11179.5	9671	31.1	14	0	0	0	Hd-11729	5	203
11168	11169.5	9665	35.1	4	0	0	0	Hd-9807	5	43
11167	11171.5	9690.4	30.6	10	0	0	0	QL-12121	1	2155
11157	11161.5	9655.4	31.9	10	0	0	0	QL-12120	1	2156
11153	11154	9680	35.1	3	0	0	0	Hd-9808	5	42
11150	11151.5	9673	40.5	4	0	0	0	Hd-13009	5	189
11147	11151.5	9649.1	31.1	10	0	0	0	QL-12119	1	2157
11144	11145.5	9670	29.7	4	0	0	0	Hd-9836	5	39
11139	11144	9718	28.4	11	0	0	0	Hd-8825	5	98
11137	11141.5	9636.7	32.5	10	0	0	0	QL-12118	1	2158
11135	11136.5	9656	37.8	4	0	0	0	Hd-13010	5	188
11133	11135	9665	35.1	5	0	0	0	Hd-9837	5	38
11127	11131.5	9660.4	29.3	10	0	0	0	QL-12117	1	2159
11115	11116.5	9657	36.5	4	0	0	0	Hd-13059	5	184
11112	11116.5	9648.1	30.4	10	0	0	0	QL-12116	1	2139
11112	11116.5	9594.4	30.9	10	0	0	0	QL-12116	1	2140
11106	11111	9703	27.4	11	0	0	0	Hd-16010	5	139
11102	11106.5	9652.3	29.6	10	0	0	0	QL-12115	1	2141
11097	11100	9647	32.1	7	0	0	0	Hd-15471	5	149
11095	11099	9615	39.2	9	0	0	0	Hd-13087	5	183
11092	11096.5	9604.2	31.3	10	0	0	0	QL-12114	1	2142
11086	11090.5	9628.8	32.3	10	0	0	0	QL-12087	1	2149
11082	11086.5	9611.3	29.6	10	0	0	0	QL-12113	1	2143
11082	11087	9661	33.8	11	0	0	0	Hd-8795	5	99
11079	11082	9637	36.5	7	0	0	0	Hd-9844	5	37
11076	11080.5	9577.7	30.3	10	0	0	0	QL-12086	1	2150
11072	11076.5	9576.8	31.2	10	0	0	0	QL-12112	1	2144
11072	11074.5	9668	32.4	6	0	0	0	Hd-14397	5	159
11066	11070.5	9600.4	32.2	10	0	0	0	QL-12085	1	2151
11066	11068	9564	35.1	5	0	0	0	Hd-9853	5	36
11063	11066.5	9582	35.7	8	0	0	0	Hd-15074	5	152
11063	11066.5	9645	40.5	8	0	0	0	Hd-13224	5	177
11062	11066.5	9541.4	29.5	10	0	0	0	QL-12111	1	2145
11059	11061.5	9501	41.9	6	0	0	0	Hd-14498	5	157
11056	11060.5	9522	29.7	10	0	0	0	QL-12084	1	2152
11052	11056.5	9551.7	31.7	10	0	0	0	QL-12110	1	2195
11045	11047.5	9576	35.1	6	0	0	0	Hd-9864	5	35
11042	11046.5	9511.3	29.8	10	0	0	0	QL-12109	1	2196
11041	11046	9560	41.9	11	0	0	0	Hd-8752	5	103
11038	11042.5	9564	29.7	10	0	0	0	Hd-9428	5	53
11033	11043	9510	40.5	21	0	0	0	Hd-13945	5	170
11032	11036.5	9585.5	30.6	10	0	0	0	QL-12108	1	2197
11032	11036.5	9464.2	31.8	10	0	0	0	QL-12108	1	2198
11032	11033.5	9568	27	4	0	0	0	Hd-14375	5	161
11022	11026.5	9567.5	30	10	0	0	0	QL-12107	1	2199
11020	11024	9586	41.9	9	0	0	0	Hd-13088	5	182
11009	11011.5	9613	27	6	0	0	0	Hd-9865	5	34
11000	11001.5	9539	35.1	4	0	0	0	Hd-13094	5	181
10985	10986.5	9524	43.2	4	0	0	0	Hd-13016	5	187
10972	10976.5	9542.3	37.1	10	0	0	0	QL-12102	1	2183
10972	10976.5	9539.8	31.7	10	0	0	0	QL-12102	1	2184
10965	10966.5	9582	44.6	4	0	0	0	Hd-13017	5	186
10962	10966.5	9575.8	31.7	10	0	0	0	QL-12101	1	2185
10962	10966.5	9550.3	32.8	10	0	0	0	QL-12101	1	2186
10952	10956.5	9559.5	28.4	10	0	0	0	QL-12100	1	2187
10950	10951.5	9561	28.4	4	0	0	0	Hd-13018	5	185
10942	10946.5	9625.4	32	10	0	0	0	QL-12099	1	2188
10941	10947.5	9644	39.2	14	0	0	0	Hd-9466	5	51
10940	10941.5	9630	29.7	4	0	0	0	Hd-14231	5	162
10935	10937	9586	36.5	5	0	0	0	Hd-9485	5	50
10935	10937.5	9613	37.8	6	0	0	0	Hd-14473	5	158
10935	10936.5	9619	32.4	4	0	0	0	Hd-13095	5	180
10932	10936.5	9617.4	32.7	10	0	0	0	QL-12098	1	2189
10927	10932	9628	47.3	11	0	0	0	Hd-8753	5	102
10927	10937	9548	39.2	21	0	0	0	Hd-11353	5	215
10926	10935	9601	25.7	19	0	0	0	Hd-9065	5	73
10922	10926.5	9599.4	29.3	10	0	0	0	QL-12097	1	2190
10912	10916.5	9654.9	31.3	10	0	0	0	QL-12096	1	2191
10902	10906.5	9622.6	32	10	0	0	0	QL-12095	1	2192
10896	10897.5	9618	29.7	4	0	0	0	Hd-9087	5	71
10892	10896.5	9638	32.8	10	0	0	0	QL-12094	1	2193
10884	10885.5	9623	21.6	4	0	0	0	Hd-9005	5	79
10882	10886.5	9612.6	32.7	10	0	0	0	QL-12093	1	2194
10879	10880.5	9603	31.1	4	0	0	0	Hd-8826	5	97
10872	10876.5	9636.3	32.8	10	0	0	0	QL-12092	1	2110
10864	10865.5	9576	25.7	4	0	0	0	Hd-8835	5	96
10862	10866.5	9595.3	34.9	10	0	0	0	QL-12091	1	2111
10852	10856.5	9504.9	30.6	10	0	0	0	QL-12090	1	2112
10852	10856.5	9543.5	30.9	10	0	0	0	QL-12090	1	2113
10849	10850.5	9601	24.3	4	0	0	0	Hd-8836	5	95
10842	10846.5	9577.9	30.5	10	0	0	0	QL-12089	1	2114
10842	10846.5	9525.9	32.8	10	0	0	0	QL-12089	1	2115
10841	10844.5	9643	29.8	8	0	0	0	Hd-15467	5	150
10834	10835.5	9609	25.7	4	0	0	0	Hd-8867	5	94
10832	10836.5	9558.7	30.2	10	0	0	0	QL-12088	1	2116
10819	10820.5	9587	27	4	0	0	0	Hd-8868	5	93
10804	10805.5	9585	27	4	0	0	0	Hd-8876	5	92
10794	10795.5	9595	25.7	4	0	0	0	Hd-8877	5	91
10789	10794	9568	47.3	11	0	0	0	Hd-8758	5	101
10781	10784	9488	40.5	7	0	0	0	Hd-8658	5	104
10774	10775.5	9559	33.8	4	0	0	0	Hd-8889	5	90
10764	10765.5	9540	27	4	0	0	0	Hd-8890	5	89
10729	10730.5	9474	45.9	4	0	0	0	Hd-8911	5	86
10714	10715.5	9506	45.9	4	0	0	0	Hd-8904	5	88
10702	10706.5	9460.4	32	10	0	0	0	QL-12075	1	2133
10699	10703.5	9457.9	31.7	10	0	0	0	QL-12083	1	2231
10699	10700.5	9520	45.9	4	0	0	0	Hd-8905	5	87
10692	10696.5	9457.4	30.6	10	0	0	0	QL-12074	1	2134
10692	10696.5	9395.4	34.8	10	0	0	0	QL-12074	1	2135
10689	10693.5	9449.5	31.1	10	0	0	0	QL-12082	1	2232
10682	10686.5	9415.7	30.3	10	0	0	0	QL-12073	1	2136
10682	10683.5	9462	33.8	4	0	0	0	Hd-8977	5	82
10679	10683.5	9442.9	33.2	10	0	0	0	QL-12081	1	2233
10672	10676.5	9391.4	31.8	10	0	0	0	QL-12072	1	2137
10669	10673.5	9447.8	29.3	10	0	0	0	QL-12080	1	2234
10664	10665.5	9463	45.9	4	0	0	0	Hd-8957	5	85
10662	10666.5	9414.9	30.6	10	0	0	0	QL-12071	1	2138
10659	10663.5	9416.5	30.7	10	0	0	0	QL-12079	1	2235
10652	10656.5	9450.2	31.4	10	0	0	0	QL-12070	1	2146
10649	10653.5	9359.8	30.2	10	0	0	0	QL-12078	1	2236
10649	10653	9458	32.4	9	0	0	0	Hd-8978	5	81
10642	10646.5	9389.5	29.6	10	0	0	0	QL-12069	1	2147
10642	10646.5	9351.5	29.3	10	0	0	0	QL-12069	1	2148
10639	10643.5	9410.8	31.8	10	0	0	0	QL-12077	1	2237
10632	10636.5	9342	31.1	10	0	0	0	QL-12068	1	2102
10629	10633.5	9385.5	30.2	10	0	0	0	QL-12076	1	2238
10629	10630.5	9455	45.9	4	0	0	0	Hd-8970	5	84
10625	10626	9410	25.7	3	0	0	0	Hd-9026	5	77
10622	10626.5	9352.1	29.9	10	0	0	0	QL-12067	1	2103
10614	10615.5	9405	45.9	4	0	0	0	Hd-8971	5	83
10612	10616.5	9419.3	47.8	10	0	0	0	QL-12066	1	2104
10609	10610.5	9456	20.3	4	0	0	0	Hd-9007	5	78
10606	10610.5	9439	42.8	10	0	0	0	Hd-21113	5	105
10602	10606.5	9375.7	30.3	10	0	0	0	QL-12065	1	2105
10602	10606.5	9413.3	31.7	10	0	0	0	QL-12065	1	2106
10592	10596.5	9352.4	30.7	10	0	0	0	QL-12064	1	2107
10589	10590.5	9454	36.5	4	0	0	0	Hd-9064	5	74
10589	10593	9428	24.3	9	0	0	0	Hd-8989	5	80
10582	10586.5	9350.4	32.3	10	0	0	0	QL-12063	1	2108
10574	10575.5	9394	35.1	4	0	0	0	Hd-9154	5	60
10572	10576.5	9348.5	34.6	10	0	0	0	QL-12062	1	2109
10568	10573	9331	45.9	11	0	0	0	Hd-8792	5	100
10562	10566.5	9303.7	36.2	10	0	0	0	QL-12061	1	2165
10559	10560.5	9348	33.8	4	0	0	0	Hd-9160	5	59
10552	10556.5	9314.4	22.9	10	0	0	0	QL-12060	1	2166
10544	10545.5	9309	33.8	4	0	0	0	Hd-9161	5	58
10542	10546.5	9326.8	29.6	10	0	0	0	QL-12059	1	2167
10532	10536.5	9306.1	22.9	10	0	0	0	QL-12058	1	2168
10529	10530.5	9336	35.1	4	0	0	0	Hd-9191	5	57
10522	10526.5	9336	30	10	0	0	0	QL-12057	1	2169
10522	10524	9357	33.8	5	0	0	0	Hd-9806	5	44
10514	10515.5	9354	43.2	4	0	0	0	Hd-9192	5	56
10512	10516.5	9300	28.8	10	0	0	0	QL-12056	1	2170
10502	10506.5	9277.2	30.9	10	0	0	0	QL-12055	1	2171
10499	10503	9307	40.5	9	0	0	0	Hd-9199	5	55
10492	10496.5	9267.7	31.9	10	0	0	0	QL-12054	1	2216
10492	10496.5	9290.8	32.2	10	0	0	0	QL-12054	1	2217
10489	10492.5	9266	32.4	8	0	0	0	Hd-10001	5	234
10482	10486.5	9253.9	22.1	10	0	0	0	QL-12053	1	2218
10472	10476.5	9235.3	29.6	10	0	0	0	QL-12052	1	2219
10469	10473	9191	36.5	9	0	0	0	Hd-10002	5	233
10462	10466.5	9230.1	31.5	10	0	0	0	QL-12051	1	2220
10459	10463	9293	39.2	9	0	0	0	Hd-10191	5	221
10452	10456.5	9228.8	28.5	10	0	0	0	QL-12050	1	2221
10449	10453	9285	27	9	0	0	0	Hd-10003	5	232
10442	10446.5	9293.6	32.8	10	0	0	0	QL-12049	1	2222
10442	10446.5	9326.8	30.9	10	0	0	0	QL-12049	1	2223
10439	10443	9274	37.8	9	0	0	0	Hd-10191	5	220
10432	10436.5	9245	29.6	10	0	0	0	QL-12048	1	2224
10422	10426.5	9240.9	31.6	10	0	0	0	QL-12047	1	2225
10414	10418	9245	31.1	9	0	0	0	Hd-9767	5	49
10412	10416.5	9234	29.6	10	0	0	0	QL-12046	1	2226
10412	10415	9242	29.8	7	0	0	0	Hd-15419	5	151
10409	10413	9254	33.8	9	0	0	0	Hd-10010	5	231
10402	10406.5	9204.1	29.5	10	0	0	0	QL-12045	1	2227
10392	10396.5	9208.6	31.8	10	0	0	0	QL-12044	1	2228
10389	10393	9220	33.8	9	0	0	0	Hd-10011	5	230
10382	10386.5	9193.5	29.4	10	0	0	0	QL-12043	1	2229
10373	10384.5	9248	37.8	24	0	0	0	Hd-13154	5	178
10372	10376.5	9194.2	29.5	10	0	0	0	QL-12042	1	2230
10369	10373	9243	33.8	9	0	0	0	Hd-10035	5	229
10362	10366.5	9153.3	29.8	10	0	0	0	QL-12041	1	2094
10352	10356.5	9169.2	31.9	10	0	0	0	QL-12040	1	2095
10349	10353	9222	33.8	9	0	0	0	Hd-10036	5	228
10342	10346.5	9222	30.2	10	0	0	0	QL-12039	1	2125
10334	10344	9238	29.7	21	0	0	0	Hd-14558	5	156
10332	10336.5	9160.7	30.4	10	0	0	0	QL-12038	1	2126
10329	10333	9186	29.7	9	0	0	0	Hd-10090	5	227
10322	10326.5	9230.6	31.3	10	0	0	0	QL-12037	1	2127
10322	10324.5	9168	40.5	6	0	0	0	Hd-12887	5	202
10312	10316.5	9179.6	37	10	0	0	0	QL-12036	1	2128
10302	10306.5	9227.4	24.2	10	0	0	0	QL-12035	1	2129
10302	10306.5	9280.4	30.6	10	0	0	0	QL-12035	1	2130
10299	10303	9220	29.7	9	0	0	0	Hd-10091	5	226
10292	10296.5	9216.4	37.8	10	0	0	0	QL-12034	1	2131
10292	10297	9163	28.4	11	0	0	0	Hd-14064	5	167
10289	10293	9179	28.4	9	0	0	0	Hd-10097	5	225
10282	10286.5	9184.9	31.9	10	0	0	0	QL-12033	1	2132
10272	10276.5	9193.9	30.9	10	0	0	0	QL-12032	1	2096
10272	10276.5	9183.1	30.9	10	0	0	0	QL-12032	1	2097
10269	10273	9164	28.4	9	0	0	0	Hd-10098	5	224
10262	10266.5	9167.5	32.2	10	0	0	0	QL-12031	1	2098
10262	10266.5	9170.5	30.4	10	0	0	0	QL-12031	1	2099
10256	10262.5	9154	28.4	14	0	0	0	Hd-13614	5	172
10255	10257.5	9174	33.8	6	0	0	0	Hd-9443	5	52
10252	10256.5	9154.5	31.8	10	0	0	0	QL-12030	1	2100
10249	10253	9191	31.1	9	0	0	0	Hd-10115	5	223
10242	10246.5	9136.8	33.2	10	0	0	0	QL-12029	1	2101
10241	10245	9127	33.8	9	0	0	0	Hd-13615	5	171
10239	10243	9065	33.8	9	0	0	0	Hd-10337	5	219
10232	10236.5	9095.9	23.9	10	0	0	0	QL-12028	1	2172
10232	10236.5	9090.6	30.7	10	0	0	0	QL-12028	1	2173
10229	10233	9086	33.8	9	0	0	0	Hd-10116	5	222
10222	10226.5	9003	31	10	0	0	0	QL-12027	1	2174
10222	10226.5	9078.4	31	10	0	0	0	QL-12027	1	2175
10219	10223	9021	33.8	9	0	0	0	Hd-10338	5	218
10212	10216.5	8942.4	36.1	10	0	0	0	QL-12026	1	2176
10212	10216.5	9005.4	30.7	10	0	0	0	QL-12026	1	2177
10211	10215	9067	31.1	9	0	0	0	Hd-9031	5	76
10210	10215	9023	24.3	11	0	0	0	Hd-14385	5	160
10202	10206.5	9014.9	26.3	10	0	0	0	QL-12025	1	2178
10199	10208	9097	33.8	19	0	0	0	Hd-0	5	235
10198	10200	9030	25	5	0	0	0	Hd-16081	5	134
10192	10196.5	8973.8	25.7	10	0	0	0	QL-12024	1	2179
10182	10186.5	8977	31.3	10	0	0	0	QL-12023	1	2180
10178	10180	8967	29.8	5	0	0	0	Hd-16093	5	131
10176	10177.5	8963	31.1	4	0	0	0	Hd-9036	5	75
